-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2021 through 12/31/2021 
Location: Latitude  37.9758   Longitude 23.7351 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 140.03 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_KT          CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_UVA     CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB     CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
T2M                MERRA-2 Temperature at 2 Meters (C) 
QV2M               MERRA-2 Specific Humidity at 2 Meters (g/kg) 
WS10M              MERRA-2 Wind Speed at 10 Meters (m/s) 
RH2M               MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
YEAR,MO,DY,ALLSKY_KT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,T2M,QV2M,WS10M,RH2M
2021,3,18,0.7,12.6,0.19,10.03,4.76,3.87,63.56
2021,3,19,0.57,11.2,0.18,12.67,7.2,4.75,78.94
2021,3,20,0.41,8.53,0.15,12.58,8.0,2.31,87.56
2021,3,21,0.39,7.68,0.15,14.22,9.22,3.02,89.88
2021,3,22,0.63,12.16,0.2,14.06,7.63,4.73,76.0
2021,3,23,0.31,7.27,0.12,8.89,5.86,8.25,81.88
2021,3,24,0.6,11.62,0.16,7.69,4.46,6.97,68.88
2021,3,25,0.6,11.55,0.17,6.01,3.66,4.91,64.81
2021,3,26,0.72,13.41,0.22,8.41,3.6,2.34,54.5
2021,3,27,0.72,13.72,0.25,11.1,4.76,1.77,59.69
2021,3,28,0.7,13.6,0.27,12.98,5.8,1.78,64.88
2021,3,29,0.67,13.3,0.25,13.03,6.96,3.02,76.31
2021,3,30,0.55,11.59,0.23,12.27,5.68,6.12,65.88
2021,3,31,0.37,8.34,0.15,9.57,5.55,9.77,75.19
2021,4,1,0.32,7.21,0.12,9.04,5.31,5.93,73.94
2021,4,2,0.7,14.03,0.22,13.05,6.53,3.07,69.44
2021,4,3,0.71,14.66,0.24,14.83,7.75,3.88,75.44
2021,4,4,0.48,9.97,0.18,15.56,9.34,4.74,83.62
2021,4,5,0.26,5.35,0.09,13.76,7.87,3.92,80.5
2021,4,6,0.58,12.28,0.23,14.48,8.18,3.74,79.25
2021,4,7,0.73,15.66,0.3,15.01,7.45,5.41,71.19
2021,4,8,0.5,11.21,0.22,11.64,6.04,6.59,70.44
2021,4,9,0.64,13.62,0.23,9.42,3.97,6.1,56.44
2021,4,10,0.73,15.62,0.28,10.37,4.33,2.98,57.62
2021,4,11,0.7,15.04,0.29,12.4,5.13,1.45,58.5
2021,4,12,0.7,15.23,0.3,13.83,5.86,2.01,61.56
2021,4,13,0.49,11.88,0.23,15.62,7.14,2.5,67.75
2021,4,14,0.59,13.88,0.26,14.93,6.9,2.67,66.19
2021,4,15,0.73,16.23,0.3,14.19,6.71,3.08,69.25
2021,4,16,0.41,9.97,0.2,14.08,7.51,3.85,75.56
2021,4,17,0.48,10.52,0.21,16.12,8.97,3.55,78.88
2021,4,18,0.23,5.95,0.12,15.28,9.03,2.02,83.5
2021,4,19,0.63,14.35,0.3,15.45,7.63,4.09,71.06
2021,4,20,0.72,16.78,0.35,13.73,6.71,4.62,70.25
2021,4,21,0.71,16.17,0.34,14.21,6.53,3.48,66.88
2021,4,22,0.7,16.79,0.36,15.44,6.84,2.65,64.69
2021,4,23,0.66,16.05,0.36,16.72,7.57,2.55,66.69
2021,4,24,0.12,3.53,0.07,14.15,8.91,5.7,88.44
2021,4,25,0.47,12.12,0.23,13.46,7.45,7.61,78.12
2021,4,26,0.73,17.25,0.37,14.37,7.14,3.87,71.94
2021,4,27,0.61,15.22,0.34,15.67,8.12,3.66,73.88
2021,4,28,0.45,11.34,0.25,17.78,10.13,4.42,80.38
2021,4,29,0.46,11.76,0.28,19.01,10.31,2.38,76.62
2021,4,30,0.66,16.68,0.39,20.44,9.4,2.18,65.81
2021,5,1,0.46,12.17,0.3,19.72,9.52,2.15,68.19
2021,5,2,0.42,11.45,0.28,21.68,10.01,2.6,64.62
2021,5,3,0.59,15.0,0.36,23.69,9.34,3.25,52.44
2021,5,4,0.7,17.74,0.41,19.98,9.28,4.3,63.88
2021,5,5,0.58,15.32,0.36,20.15,8.61,2.59,60.19
2021,5,6,0.53,14.59,0.35,21.01,8.85,3.27,58.44
2021,5,7,0.6,15.49,0.36,20.79,8.3,2.95,55.56
2021,5,8,0.7,17.82,0.41,21.3,9.58,3.95,61.25
2021,5,9,0.72,18.42,0.42,17.7,7.75,8.23,62.75
2021,5,10,0.77,19.39,0.44,16.18,6.29,7.82,57.25
2021,5,11,0.77,19.54,0.44,16.8,6.65,6.23,58.31
2021,5,12,0.66,17.46,0.41,18.47,7.57,2.7,58.88
2021,5,13,0.73,19.33,0.45,20.34,9.03,3.21,63.5
2021,5,14,0.73,19.03,0.44,19.87,8.12,3.36,58.62
2021,5,15,0.41,12.1,0.28,19.05,7.93,2.28,58.62
2021,5,16,0.71,19.01,0.41,19.81,8.79,3.23,63.5
2021,5,17,0.72,19.63,0.46,21.29,9.16,3.2,60.81
2021,5,18,0.71,19.07,0.45,22.4,8.36,4.2,51.5
2021,5,19,0.74,19.78,0.48,22.44,8.79,3.15,54.44
2021,5,20,0.64,17.73,0.44,20.65,8.18,5.45,55.44
2021,5,21,0.71,18.45,0.41,18.55,7.39,5.84,56.81
2021,5,22,0.73,19.2,0.43,20.21,7.87,1.84,57.12
2021,5,23,0.75,20.15,0.48,22.45,8.18,2.14,52.44
2021,5,24,0.72,19.59,0.48,24.37,8.42,2.98,46.81
2021,5,25,0.71,19.41,0.47,24.48,9.64,3.94,52.56
2021,5,26,0.67,18.44,0.45,23.87,9.64,3.62,53.94
2021,5,27,0.72,19.38,0.44,23.75,10.01,3.16,56.69
2021,5,28,0.72,19.17,0.42,23.76,9.52,2.05,53.94
2021,5,29,0.69,18.88,0.43,22.01,9.34,2.74,58.56
2021,5,30,0.41,12.29,0.29,21.12,9.7,1.41,62.38
2021,5,31,0.63,17.51,0.4,21.67,9.58,2.2,60.19
2021,6,1,0.71,19.15,0.4,20.83,8.3,3.95,56.06
2021,6,2,0.67,18.46,0.41,19.99,8.0,3.73,56.62
2021,6,3,0.7,19.23,0.43,21.85,7.93,1.65,51.06
2021,6,4,0.7,19.04,0.41,21.58,8.61,3.74,55.44
2021,6,5,0.7,19.54,0.45,21.82,8.79,2.91,56.19
2021,6,6,0.7,19.08,0.44,23.94,9.09,2.4,50.88
2021,6,7,0.66,18.33,0.45,25.09,10.13,2.8,52.81
2021,6,8,0.71,19.79,0.48,23.94,10.99,3.46,60.0
2021,6,9,0.52,15.72,0.39,22.92,10.74,3.66,62.88
2021,6,10,0.65,18.62,0.43,22.92,10.56,3.52,62.31
2021,6,11,0.62,17.62,0.41,23.18,10.38,2.83,59.44
2021,6,12,0.5,14.73,0.33,22.21,11.23,1.77,68.12
2021,6,13,0.7,19.68,0.43,23.99,10.44,1.34,57.69
2021,6,14,0.34,10.93,0.27,21.44,9.58,4.34,60.5
2021,6,15,0.59,16.92,0.36,19.53,8.18,3.18,58.94
2021,6,16,0.7,19.52,0.43,23.01,9.09,3.3,53.62
2021,6,17,0.72,20.17,0.45,23.94,10.68,2.46,59.69
2021,6,18,0.7,19.68,0.44,25.15,10.13,1.85,52.88
2021,6,19,0.68,19.23,0.43,26.55,11.41,2.7,54.44
2021,6,20,0.68,19.29,0.45,26.01,12.94,3.2,62.94
2021,6,21,0.67,19.17,0.45,26.55,12.76,1.7,60.94
2021,6,22,0.62,17.04,0.41,28.19,12.63,1.47,56.06
2021,6,23,0.67,18.67,0.45,29.69,13.73,1.71,57.62
2021,6,24,0.7,19.64,0.48,30.16,13.24,2.7,52.12
2021,6,25,0.64,18.2,0.45,31.14,11.6,1.47,44.25
2021,6,26,0.67,19.05,0.48,31.82,11.72,2.26,42.94
2021,6,27,0.69,19.71,0.48,30.11,12.88,2.38,49.62
2021,6,28,0.7,19.96,0.49,29.55,13.06,3.65,52.12
2021,6,29,0.7,19.87,0.48,29.66,12.76,2.96,50.88
2021,6,30,0.7,19.47,0.48,30.69,11.9,2.7,45.44
2021,7,1,0.63,17.14,0.43,32.44,11.84,3.01,42.44
2021,7,2,0.73,20.36,0.52,30.62,10.99,3.88,42.06
2021,7,3,0.69,19.34,0.47,28.35,12.7,3.76,53.31
2021,7,4,0.7,19.27,0.46,28.46,11.6,2.78,49.88
2021,7,5,0.69,19.13,0.45,28.28,11.9,2.61,50.94
2021,7,6,0.68,18.7,0.45,28.87,12.08,3.2,49.62
2021,7,7,0.69,19.17,0.45,29.36,11.84,4.1,47.31
2021,7,8,0.69,18.93,0.45,28.72,13.98,6.2,57.5
2021,7,9,0.71,20.1,0.5,27.74,13.0,7.66,57.0
2021,7,10,0.73,20.37,0.52,27.01,10.25,7.23,47.75
2021,7,11,0.71,19.78,0.49,27.5,10.68,6.23,47.5
2021,7,12,0.7,19.15,0.48,28.4,10.68,4.91,45.25
2021,7,13,0.7,19.38,0.49,28.99,10.74,5.23,44.25
2021,7,14,0.72,19.63,0.5,29.28,11.29,5.15,45.19
2021,7,15,0.71,19.7,0.52,29.08,11.78,5.46,47.94
2021,7,16,0.73,19.83,0.52,29.73,11.6,4.05,46.5
2021,7,17,0.72,19.75,0.49,29.38,11.84,2.99,47.06
2021,7,18,0.71,19.65,0.51,27.97,12.88,2.73,55.81
2021,7,19,0.69,19.03,0.48,28.01,14.04,3.19,60.19
2021,7,20,0.69,18.91,0.5,28.8,13.85,2.11,57.0
2021,7,21,0.66,18.25,0.48,29.58,13.85,3.34,53.81
2021,7,22,0.66,17.95,0.48,27.62,11.66,6.73,50.75
2021,7,23,0.67,18.09,0.45,26.58,10.93,6.44,51.81
2021,7,24,0.69,17.99,0.44,26.07,10.38,6.48,50.38
2021,7,25,0.72,18.7,0.44,26.05,10.44,7.4,51.0
2021,7,26,0.73,19.08,0.46,26.12,10.93,6.64,53.5
2021,7,27,0.71,18.89,0.46,28.07,10.8,6.02,47.56
2021,7,28,0.72,18.88,0.48,29.21,10.8,6.91,44.69
2021,7,29,0.7,18.2,0.47,30.73,10.86,5.41,40.94
2021,7,30,0.7,18.43,0.48,32.61,10.38,3.32,35.31
2021,7,31,0.71,18.48,0.48,33.12,9.89,1.99,32.75
2021,8,1,0.7,18.12,0.46,32.01,11.41,3.36,39.38
2021,8,2,0.69,17.59,0.45,33.42,10.68,2.57,36.5
2021,8,3,0.7,17.77,0.46,34.52,10.01,3.51,30.62
2021,8,4,0.66,16.82,0.42,34.15,9.4,2.12,30.06
2021,8,5,0.68,17.05,0.41,34.26,9.95,2.19,31.62
2021,8,6,0.62,16.16,0.4,31.42,10.93,4.47,38.38
2021,8,7,0.62,14.02,0.31,28.91,11.72,5.73,47.56
2021,8,8,0.7,17.24,0.41,28.38,10.74,3.41,45.56
2021,8,9,0.7,17.63,0.43,29.69,11.29,3.22,45.0
2021,8,10,0.68,16.84,0.43,31.73,11.17,2.28,40.31
2021,8,11,0.62,15.22,0.38,32.07,11.17,1.45,39.31
2021,8,12,0.67,16.51,0.41,28.69,12.7,6.05,52.94
2021,8,13,0.7,17.25,0.41,28.62,12.51,6.8,52.94
2021,8,14,0.69,16.91,0.41,26.58,11.72,8.23,55.0
2021,8,15,0.73,17.56,0.45,26.04,11.05,7.61,53.81
2021,8,16,0.72,17.18,0.44,26.69,10.56,5.55,50.5
2021,8,17,0.7,16.77,0.42,27.86,10.56,2.67,47.75
2021,8,18,0.67,15.85,0.38,29.05,11.35,2.44,46.94
2021,8,19,0.66,15.85,0.4,27.61,13.67,4.95,59.81
2021,8,20,0.66,15.79,0.39,27.02,12.45,5.52,57.31
2021,8,21,0.68,16.48,0.41,26.83,11.05,6.02,51.56
2021,8,22,0.67,15.45,0.37,26.69,11.29,7.64,52.75
2021,8,23,0.7,15.8,0.38,25.89,12.08,7.73,58.56
2021,8,24,0.7,16.16,0.39,26.08,11.17,5.98,54.69
2021,8,25,0.7,16.2,0.39,27.3,11.35,3.12,52.19
2021,8,26,0.67,15.41,0.38,28.67,12.57,2.63,55.62
2021,8,27,0.68,15.7,0.38,29.4,12.57,2.9,49.62
2021,8,28,0.72,16.61,0.39,27.91,11.9,2.77,53.12
2021,8,29,0.72,16.54,0.4,28.4,12.7,3.07,54.81
2021,8,30,0.71,16.14,0.39,28.37,12.27,3.02,52.56
2021,8,31,0.7,15.81,0.38,28.19,12.15,2.06,52.62
2021,9,1,0.7,15.42,0.36,27.8,11.72,2.47,52.06
2021,9,2,0.66,14.78,0.34,25.62,10.93,5.3,54.19
2021,9,3,0.63,14.34,0.34,24.52,10.01,5.98,53.06
2021,9,4,0.68,15.1,0.35,24.8,10.13,4.19,52.94
2021,9,5,0.59,13.31,0.34,24.78,9.95,4.66,51.56
2021,9,6,0.55,12.46,0.3,23.61,10.56,9.59,58.31
2021,9,7,0.62,13.63,0.3,22.35,10.62,10.41,63.06
2021,9,8,0.34,8.51,0.2,21.15,11.17,8.44,71.56
2021,9,9,0.48,11.07,0.24,21.55,10.86,5.38,68.5
2021,9,10,0.66,13.56,0.28,22.79,10.31,3.68,61.25
2021,9,11,0.69,14.39,0.31,23.46,9.64,2.84,55.19
2021,9,12,0.41,9.93,0.24,23.25,9.16,4.98,52.44
2021,9,13,0.59,12.62,0.28,23.91,9.64,5.84,53.5
2021,9,14,0.68,13.56,0.3,24.69,9.4,6.15,49.69
2021,9,15,0.66,12.67,0.27,24.75,9.46,3.59,49.75
2021,9,16,0.68,12.91,0.27,25.51,9.52,2.27,50.06
2021,9,17,0.65,12.77,0.27,26.4,10.74,2.55,51.5
2021,9,18,0.65,12.84,0.29,28.19,10.86,3.84,47.25
2021,9,19,0.65,12.79,0.27,28.43,10.62,2.69,45.56
2021,9,20,0.69,13.52,0.29,27.88,11.05,3.72,48.75
2021,9,21,0.62,12.14,0.26,26.72,11.54,3.09,55.81
2021,9,22,0.6,11.98,0.26,23.53,10.8,3.42,60.75
2021,9,23,0.31,6.98,0.16,18.94,8.24,7.43,60.81
2021,9,24,0.73,13.41,0.27,20.09,6.59,2.72,47.56
2021,9,25,0.72,12.88,0.25,23.23,8.24,2.84,49.31
2021,9,26,0.7,12.66,0.24,23.69,8.91,3.31,50.62
2021,9,27,0.67,12.01,0.23,24.07,9.83,3.7,54.62
2021,9,28,0.53,10.15,0.2,22.95,10.68,4.45,62.56
2021,9,29,0.61,11.21,0.23,21.51,10.13,7.13,63.94
2021,9,30,0.66,11.96,0.24,20.4,8.97,8.45,60.88
2021,10,1,0.57,10.46,0.21,18.93,8.3,9.96,61.38
2021,10,2,0.53,9.71,0.19,18.67,8.06,8.88,60.44
2021,10,3,0.68,11.3,0.21,18.91,8.06,7.59,59.88
2021,10,4,0.7,11.68,0.23,18.55,8.91,6.73,68.12
2021,10,5,0.72,11.84,0.24,18.78,9.03,6.13,68.81
2021,10,6,0.68,11.0,0.22,18.22,8.3,6.2,65.5
2021,10,7,0.63,10.89,0.21,18.43,8.91,3.82,68.12
2021,10,8,0.35,6.71,0.14,18.86,11.41,3.3,83.31
2021,10,9,0.48,8.52,0.16,20.01,12.15,2.2,83.81
2021,10,10,0.4,7.14,0.14,19.45,12.7,3.16,90.12
2021,10,11,0.55,9.12,0.17,20.64,12.15,3.91,80.38
2021,10,12,0.51,8.58,0.16,17.76,8.97,4.24,70.38
2021,10,13,0.58,9.21,0.16,17.71,8.91,2.78,70.62
2021,10,14,0.28,5.34,0.1,18.83,11.96,4.59,87.12
2021,10,15,0.44,7.43,0.13,19.97,12.15,7.46,82.44
2021,10,16,0.58,9.07,0.15,17.95,9.52,4.7,74.31
2021,10,17,0.35,6.2,0.11,16.94,9.46,3.2,78.75
2021,10,18,0.61,9.18,0.14,16.83,9.7,3.99,82.0
2021,10,19,0.59,8.94,0.14,16.23,9.03,5.08,79.62
2021,10,20,0.66,9.41,0.15,15.8,8.24,4.76,74.81
2021,10,21,0.66,9.15,0.15,16.52,8.42,2.6,72.81
2021,10,22,0.66,9.4,0.16,18.9,10.13,2.25,75.06
2021,10,23,0.66,9.02,0.16,19.56,9.95,1.78,71.56
2021,10,24,0.47,7.04,0.12,17.65,10.44,5.25,82.81
2021,10,25,0.36,5.65,0.11,14.65,7.57,9.03,73.5
2021,10,26,0.46,6.69,0.11,14.12,7.39,6.91,74.31
2021,10,27,0.53,7.28,0.12,14.42,7.69,6.45,75.56
2021,10,28,0.62,8.14,0.13,14.68,8.06,7.49,77.75
2021,10,29,0.61,8.05,0.13,14.68,7.87,7.49,76.0
2021,10,30,0.43,5.99,0.09,15.33,8.54,6.05,78.75
2021,10,31,0.44,5.98,0.09,14.9,8.91,5.15,84.56
2021,11,1,0.59,7.46,0.11,15.02,7.93,3.16,75.44
2021,11,2,0.36,5.3,0.09,17.75,10.99,5.59,85.62
2021,11,3,0.71,8.52,0.14,17.64,10.31,2.84,81.94
2021,11,4,0.67,8.15,0.14,17.87,11.9,2.98,90.31
2021,11,5,0.62,7.75,0.13,18.6,12.08,2.24,89.12
2021,11,6,0.56,7.09,0.13,18.19,11.78,3.35,90.38
2021,11,7,0.56,7.01,0.12,16.63,10.62,6.11,90.12
2021,11,8,0.55,6.69,0.12,16.18,10.07,2.36,87.81
2021,11,9,0.35,4.79,0.09,17.33,10.5,2.02,85.5
2021,11,10,0.52,6.39,0.11,13.91,7.32,9.96,74.44
2021,11,11,0.48,6.0,0.1,12.66,6.71,9.29,73.75
2021,11,12,0.66,7.19,0.1,12.78,7.32,5.16,80.06
2021,11,13,0.55,6.16,0.09,13.08,7.02,1.95,75.81
2021,11,14,0.4,4.99,0.09,14.88,7.87,1.56,74.88
2021,11,15,0.38,4.65,0.08,14.51,8.61,4.25,84.19
2021,11,16,0.39,4.82,0.08,14.4,8.24,7.49,80.81
2021,11,17,0.25,3.38,0.05,12.85,7.39,5.25,80.31
2021,11,18,0.42,5.02,0.08,13.81,7.2,1.92,73.88
2021,11,19,0.2,2.84,0.05,12.91,7.57,4.77,81.94
2021,11,20,0.49,5.42,0.08,13.01,6.84,5.99,73.69
2021,11,21,0.66,6.51,0.08,14.07,7.69,3.8,77.75
2021,11,22,0.54,5.88,0.08,15.25,8.97,3.97,82.81
2021,11,23,0.27,3.32,0.05,16.49,9.95,3.51,84.88
2021,11,24,0.3,3.62,0.05,13.86,8.48,6.7,85.81
2021,11,25,0.4,4.37,0.06,11.41,6.47,5.18,77.19
2021,11,26,0.24,2.98,0.05,13.94,9.03,6.02,88.0
2021,11,27,0.52,5.41,0.08,16.52,9.58,5.61,81.06
2021,11,28,0.6,5.87,0.07,16.5,9.83,6.97,82.75
2021,11,29,0.22,2.5,0.04,16.91,9.52,7.24,77.31
2021,11,30,0.58,5.41,0.06,12.87,6.53,9.01,69.75
2021,12,1,0.71,6.3,0.06,10.01,5.31,3.95,69.81
2021,12,2,0.64,5.92,0.06,12.03,6.9,3.8,78.75
2021,12,3,0.52,4.97,0.05,15.01,9.03,6.59,85.0
2021,12,4,0.31,3.51,0.04,14.63,9.22,3.54,87.56
2021,12,5,0.66,6.01,0.06,13.09,7.32,2.96,77.81
2021,12,6,0.58,5.48,0.07,14.54,8.3,7.46,80.19
2021,12,7,0.54,5.07,0.05,13.05,7.57,6.13,79.12
2021,12,8,0.68,5.77,0.05,10.18,5.55,5.12,71.44
2021,12,9,0.62,5.63,0.06,13.38,7.75,5.78,80.12
2021,12,10,0.35,3.52,0.04,13.75,7.39,6.88,74.62
2021,12,11,0.19,2.24,0.02,14.57,8.42,10.09,80.25
2021,12,12,0.52,4.92,0.05,13.43,7.39,5.8,76.56
2021,12,13,0.54,4.82,0.05,10.26,5.98,4.15,77.06
2021,12,14,0.55,4.8,0.05,8.15,5.86,7.18,86.25
2021,12,15,0.22,2.32,0.02,9.24,5.92,9.22,81.94
2021,12,16,0.48,4.37,0.05,8.48,5.43,4.84,79.62
2021,12,17,0.56,4.85,0.04,8.54,5.25,4.59,76.31
2021,12,18,0.16,1.8,0.02,7.2,5.25,10.52,82.25
2021,12,19,0.57,4.85,0.05,6.06,4.27,9.22,73.56
2021,12,20,0.67,5.56,0.05,7.92,4.58,3.84,68.88
2021,12,21,0.4,3.84,0.04,7.61,4.58,4.64,71.31
2021,12,22,0.46,4.45,0.05,6.87,4.15,3.09,68.25
2021,12,23,0.3,3.09,0.03,6.7,4.39,3.73,73.5
2021,12,24,0.67,5.53,0.05,8.47,4.94,2.7,72.44
2021,12,25,0.52,4.75,0.05,10.66,6.41,3.77,80.94
2021,12,26,0.6,5.45,0.05,12.05,7.63,4.99,87.19
2021,12,27,0.44,4.38,0.05,13.4,8.91,5.42,93.19
2021,12,28,0.26,2.92,0.04,13.31,9.16,5.34,95.06
2021,12,29,0.44,4.4,0.05,12.56,8.0,1.98,87.06
2021,12,30,0.34,3.62,0.04,11.26,7.51,7.23,89.62
2021,12,31,0.38,3.97,0.05,11.15,7.14,9.34,86.88
